MKT_UNIQUE_CARRIER,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,BRANDED_CODE_SHARE,MKT_CARRIER_AIRLINE_ID,MKT_CARRIER,MKT_CARRIER_FL_NUM,SCH_OP_UNIQUE_CARRIER,SCH_OP_CARRIER_AIRLINE_ID,SCH_OP_CARRIER,SCH_OP_CARRIER_FL_NUM,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME
F9,2022,1,3,1,2,3/1/2022 12:00:00 AM,F9,20436,F9,100,,,,,F9,20436,F9,N365FR,100,10397,1039707,30397,ATL,14843,1484306,34819,SJU,1935,1930.0,-5.0,0.0,0.0,-1.0,1900-1959,15.0,1945.0,2348.0,7.0,14,2355.0,-19.0,0.0,0.0,-2.0,0001-0559,0.0,,0.0,219.0,205.0,183.0,1.0,1547.0,7,,,
F9,2022,1,3,1,2,3/1/2022 12:00:00 AM,F9,20436,F9,1010,,,,,F9,20436,F9,N313FR,1010,10397,1039707,30397,ATL,13204,1320402,31454,MCO,600,629.0,29.0,29.0,1.0,1.0,0600-0659,18.0,647.0,750.0,14.0,733,804.0,31.0,31.0,1.0,2.0,0700-0759,0.0,,0.0,93.0,95.0,63.0,1.0,404.0,2,,,
F9,2022,1,3,1,2,3/1/2022 12:00:00 AM,F9,20436,F9,1011,,,,,F9,20436,F9,N358FR,1011,13204,1320402,31454,MCO,10397,1039707,30397,ATL,2222,2255.0,33.0,33.0,1.0,2.0,2200-2259,13.0,2308.0,7.0,8.0,2357,15.0,18.0,18.0,1.0,1.0,2300-2359,0.0,,0.0,95.0,80.0,59.0,1.0,404.0,2,,,
F9,2022,1,3,1,2,3/1/2022 12:00:00 AM,F9,20436,F9,1012,,,,,F9,20436,F9,N374FR,1012,10397,1039707,30397,ATL,13204,1320402,31454,MCO,2235,2226.0,-9.0,0.0,0.0,-1.0,2200-2259,17.0,2243.0,2345.0,9.0,13,2354.0,-19.0,0.0,0.0,-2.0,0001-0559,0.0,,0.0,98.0,88.0,62.0,1.0,404.0,2,,,
F9,2022,1,3,1,2,3/1/2022 12:00:00 AM,F9,20436,F9,1013,,,,,F9,20436,F9,N233FR,1013,13204,1320402,31454,MCO,10397,1039707,30397,ATL,600,626.0,26.0,26.0,1.0,1.0,0600-0659,19.0,645.0,751.0,9.0,738,800.0,22.0,22.0,1.0,1.0,0700-0759,0.0,,0.0,98.0,94.0,66.0,1.0,404.0,2,,,
F9,2022,1,3,1,2,3/1/2022 12:00:00 AM,F9,20436,F9,102,,,,,F9,20436,F9,N334FR,102,14492,1449202,34492,RDU,14843,1484306,34819,SJU,1024,1141.0,77.0,77.0,1.0,5.0,1000-1059,19.0,1200.0,1557.0,6.0,1459,1603.0,64.0,64.0,1.0,4.0,1400-1459,0.0,,0.0,215.0,202.0,177.0,1.0,1433.0,6,,,
F9,2022,1,3,1,2,3/1/2022 12:00:00 AM,F9,20436,F9,1026,,,,,F9,20436,F9,N385FR,1026,10685,1068503,30685,BMI,13204,1320402,31454,MCO,931,929.0,-2.0,0.0,0.0,-1.0,0900-0959,11.0,940.0,1235.0,14.0,1308,1249.0,-19.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,157.0,140.0,115.0,1.0,936.0,4,,,
F9,2022,1,3,1,2,3/1/2022 12:00:00 AM,F9,20436,F9,1027,,,,,F9,20436,F9,N385FR,1027,13204,1320402,31454,MCO,10685,1068503,30685,BMI,700,652.0,-8.0,0.0,0.0,-1.0,0700-0759,14.0,706.0,834.0,8.0,846,842.0,-4.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,166.0,170.0,148.0,1.0,936.0,4,,,
F9,2022,1,3,1,2,3/1/2022 12:00:00 AM,F9,20436,F9,103,,,,,F9,20436,F9,N352FR,103,14843,1484306,34819,SJU,14492,1449202,34492,RDU,1751,1907.0,76.0,76.0,1.0,5.0,1700-1759,18.0,1925.0,2144.0,6.0,2045,2150.0,65.0,65.0,1.0,4.0,2000-2059,0.0,,0.0,234.0,223.0,199.0,1.0,1433.0,6,,,
F9,2022,1,3,1,2,3/1/2022 12:00:00 AM,F9,20436,F9,1038,,,,,F9,20436,F9,N379FR,1038,13204,1320402,31454,MCO,10792,1079206,30792,BUF,1143,1141.0,-2.0,0.0,0.0,-1.0,1100-1159,22.0,1203.0,1416.0,5.0,1429,1421.0,-8.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,166.0,160.0,133.0,1.0,1011.0,5,,,
