MKT_UNIQUE_CARRIER,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,BRANDED_CODE_SHARE,MKT_CARRIER_AIRLINE_ID,MKT_CARRIER,MKT_CARRIER_FL_NUM,SCH_OP_UNIQUE_CARRIER,SCH_OP_CARRIER_AIRLINE_ID,SCH_OP_CARRIER,SCH_OP_CARRIER_FL_NUM,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME
F9,2022,2,5,1,7,5/1/2022 12:00:00 AM,F9,20436,F9,100,,,,,F9,20436,F9,N376FR,100,10397,1039707,30397,ATL,14843,1484306,34819,SJU,2310,2355.0,45.0,45.0,1.0,3.0,2300-2359,15.0,10.0,312.0,5.0,249,317.0,28.0,28.0,1.0,1.0,0001-0559,0.0,,0.0,219.0,202.0,182.0,1.0,1547.0,7,,,
F9,2022,2,5,1,7,5/1/2022 12:00:00 AM,F9,20436,F9,101,,,,,F9,20436,F9,N336FR,101,14843,1484306,34819,SJU,10397,1039707,30397,ATL,334,1300.0,566.0,566.0,1.0,12.0,0001-0559,22.0,1322.0,1647.0,8.0,723,1655.0,572.0,572.0,1.0,12.0,0700-0759,0.0,,0.0,229.0,235.0,205.0,1.0,1547.0,7,,,
F9,2022,2,5,1,7,5/1/2022 12:00:00 AM,F9,20436,F9,1010,,,,,F9,20436,F9,N376FR,1010,10397,1039707,30397,ATL,13204,1320402,31454,MCO,754,814.0,20.0,20.0,1.0,1.0,0700-0759,16.0,830.0,930.0,10.0,924,940.0,16.0,16.0,1.0,1.0,0900-0959,0.0,,0.0,90.0,86.0,60.0,1.0,404.0,2,,,
F9,2022,2,5,1,7,5/1/2022 12:00:00 AM,F9,20436,F9,1011,,,,,F9,20436,F9,N351FR,1011,13204,1320402,31454,MCO,10397,1039707,30397,ATL,2220,553.0,453.0,453.0,1.0,12.0,2200-2259,39.0,632.0,737.0,15.0,2353,752.0,479.0,479.0,1.0,12.0,2300-2359,0.0,,0.0,93.0,119.0,65.0,1.0,404.0,2,,,
F9,2022,2,5,1,7,5/1/2022 12:00:00 AM,F9,20436,F9,1012,,,,,F9,20436,F9,N351FR,1012,10397,1039707,30397,ATL,13204,1320402,31454,MCO,1955,2257.0,182.0,182.0,1.0,12.0,1900-1959,16.0,2313.0,13.0,19.0,2134,32.0,178.0,178.0,1.0,11.0,2100-2159,0.0,,0.0,99.0,95.0,60.0,1.0,404.0,2,,,
F9,2022,2,5,1,7,5/1/2022 12:00:00 AM,F9,20436,F9,1013,,,,,F9,20436,F9,N387FR,1013,13204,1320402,31454,MCO,10397,1039707,30397,ATL,1802,1900.0,58.0,58.0,1.0,3.0,1800-1859,60.0,2000.0,2115.0,33.0,1939,2148.0,129.0,129.0,1.0,8.0,1900-1959,0.0,,0.0,97.0,168.0,75.0,1.0,404.0,2,,,
F9,2022,2,5,1,7,5/1/2022 12:00:00 AM,F9,20436,F9,1038,,,,,F9,20436,F9,N719FR,1038,13204,1320402,31454,MCO,10792,1079206,30792,BUF,630,624.0,-6.0,0.0,0.0,-1.0,0600-0659,13.0,637.0,851.0,9.0,912,900.0,-12.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,162.0,156.0,134.0,1.0,1011.0,5,,,
F9,2022,2,5,1,7,5/1/2022 12:00:00 AM,F9,20436,F9,1039,,,,,F9,20436,F9,N719FR,1039,10792,1079206,30792,BUF,13204,1320402,31454,MCO,1735,2023.0,168.0,168.0,1.0,11.0,1700-1759,25.0,2048.0,2312.0,13.0,2018,2325.0,187.0,187.0,1.0,12.0,2000-2059,0.0,,0.0,163.0,182.0,144.0,1.0,1011.0,5,,,
F9,2022,2,5,1,7,5/1/2022 12:00:00 AM,F9,20436,F9,104,,,,,F9,20436,F9,N712FR,104,13204,1320402,31454,MCO,14843,1484306,34819,SJU,2005,2122.0,77.0,77.0,1.0,5.0,2000-2059,12.0,2134.0,4.0,6.0,2259,10.0,71.0,71.0,1.0,4.0,2200-2259,0.0,,0.0,174.0,168.0,150.0,1.0,1189.0,5,,,
F9,2022,2,5,1,7,5/1/2022 12:00:00 AM,F9,20436,F9,1042,,,,,F9,20436,F9,N718FR,1042,13204,1320402,31454,MCO,11042,1104205,30647,CLE,600,559.0,-1.0,0.0,0.0,-1.0,0600-0659,17.0,616.0,819.0,12.0,832,831.0,-1.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,152.0,152.0,123.0,1.0,895.0,4,,,
