MKT_UNIQUE_CARRIER,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,BRANDED_CODE_SHARE,MKT_CARRIER_AIRLINE_ID,MKT_CARRIER,MKT_CARRIER_FL_NUM,SCH_OP_UNIQUE_CARRIER,SCH_OP_CARRIER_AIRLINE_ID,SCH_OP_CARRIER,SCH_OP_CARRIER_FL_NUM,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,100,,,,,F9,20436,F9,N373FR,100,10397,1039707,30397,ATL,14843,1484306,34819,SJU,2106,2131.0,25.0,25.0,1.0,1.0,2100-2159,15.0,2146.0,105.0,6.0,56,111.0,15.0,15.0,1.0,1.0,0001-0559,0.0,,0.0,230.0,220.0,199.0,1.0,1547.0,7,,,
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,101,,,,,F9,20436,F9,N380FR,101,14843,1484306,34819,SJU,10397,1039707,30397,ATL,226,215.0,-11.0,0.0,0.0,-1.0,0001-0559,13.0,228.0,537.0,16.0,613,553.0,-20.0,0.0,0.0,-2.0,0600-0659,0.0,,0.0,227.0,218.0,189.0,1.0,1547.0,7,,,
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,1010,,,,,F9,20436,F9,N329FR,1010,10397,1039707,30397,ATL,13204,1320402,31454,MCO,908,907.0,-1.0,0.0,0.0,-1.0,0900-0959,15.0,922.0,1021.0,6.0,1048,1027.0,-21.0,0.0,0.0,-2.0,1000-1059,0.0,,0.0,100.0,80.0,59.0,1.0,404.0,2,,,
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,1012,,,,,F9,20436,F9,N318FR,1012,10397,1039707,30397,ATL,13204,1320402,31454,MCO,1922,1937.0,15.0,15.0,1.0,1.0,1900-1959,14.0,1951.0,2058.0,18.0,2106,2116.0,10.0,10.0,0.0,0.0,2100-2159,0.0,,0.0,104.0,99.0,67.0,1.0,404.0,2,,,
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,1013,,,,,F9,20436,F9,N368FR,1013,13204,1320402,31454,MCO,10397,1039707,30397,ATL,742,739.0,-3.0,0.0,0.0,-1.0,0700-0759,25.0,804.0,906.0,10.0,919,916.0,-3.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,97.0,97.0,62.0,1.0,404.0,2,,,
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,1015,,,,,F9,20436,F9,N329FR,1015,13204,1320402,31454,MCO,10397,1039707,30397,ATL,2014,2027.0,13.0,13.0,0.0,0.0,2000-2059,14.0,2041.0,2147.0,21.0,2155,2208.0,13.0,13.0,0.0,0.0,2100-2159,0.0,,0.0,101.0,101.0,66.0,1.0,404.0,2,,,
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,1038,,,,,F9,20436,F9,N363FR,1038,13204,1320402,31454,MCO,10792,1079206,30792,BUF,1527,1523.0,-4.0,0.0,0.0,-1.0,1500-1559,27.0,1550.0,1805.0,5.0,1816,1810.0,-6.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,169.0,167.0,135.0,1.0,1011.0,5,,,
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,1039,,,,,F9,20436,F9,N363FR,1039,10792,1079206,30792,BUF,13204,1320402,31454,MCO,1925,1909.0,-16.0,0.0,0.0,-2.0,1900-1959,11.0,1920.0,2137.0,20.0,2213,2157.0,-16.0,0.0,0.0,-2.0,2200-2259,0.0,,0.0,168.0,168.0,137.0,1.0,1011.0,5,,,
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,104,,,,,F9,20436,F9,N723FR,104,13204,1320402,31454,MCO,14843,1484306,34819,SJU,2000,1958.0,-2.0,0.0,0.0,-1.0,2000-2059,24.0,2022.0,2258.0,7.0,2258,2305.0,7.0,7.0,0.0,0.0,2200-2259,0.0,,0.0,178.0,187.0,156.0,1.0,1189.0,5,,,
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,1043,,,,,F9,20436,F9,N371FR,1043,11042,1104205,30647,CLE,13204,1320402,31454,MCO,543,533.0,-10.0,0.0,0.0,-1.0,0001-0559,20.0,553.0,751.0,6.0,822,757.0,-25.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,159.0,144.0,118.0,1.0,895.0,4,,,
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,1044,,,,,F9,20436,F9,N339FR,1044,13204,1320402,31454,MCO,11042,1104205,30647,CLE,2227,2226.0,-1.0,0.0,0.0,-1.0,2200-2259,21.0,2247.0,59.0,9.0,58,108.0,10.0,10.0,0.0,0.0,0001-0559,0.0,,0.0,151.0,162.0,132.0,1.0,895.0,4,,,
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,1045,,,,,F9,20436,F9,N719FR,1045,11042,1104205,30647,CLE,13204,1320402,31454,MCO,1038,1144.0,66.0,66.0,1.0,4.0,1000-1059,13.0,1157.0,1355.0,7.0,1318,1402.0,44.0,44.0,1.0,2.0,1300-1359,0.0,,0.0,160.0,138.0,118.0,1.0,895.0,4,,,
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,1046,,,,,F9,20436,F9,N719FR,1046,13204,1320402,31454,MCO,11042,1104205,30647,CLE,705,659.0,-6.0,0.0,0.0,-1.0,0700-0759,16.0,715.0,913.0,10.0,938,923.0,-15.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,153.0,144.0,118.0,1.0,895.0,4,,,
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,105,,,,,F9,20436,F9,N706FR,105,14843,1484306,34819,SJU,13204,1320402,31454,MCO,302,316.0,14.0,14.0,0.0,0.0,0001-0559,15.0,331.0,555.0,9.0,607,604.0,-3.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,185.0,168.0,144.0,1.0,1189.0,5,,,
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,1050,,,,,F9,20436,F9,N716FR,1050,13204,1320402,31454,MCO,11057,1105703,31057,CLT,2138,2134.0,-4.0,0.0,0.0,-1.0,2100-2159,20.0,2154.0,2304.0,5.0,2327,2309.0,-18.0,0.0,0.0,-2.0,2300-2359,0.0,,0.0,109.0,95.0,70.0,1.0,468.0,2,,,
F9,2022,3,9,1,4,9/1/2022 12:00:00 AM,F9,20436,F9,1051,,,,,F9,20436,F9,N213FR,1051,11057,1105703,31057,CLT,13204,1320402,31454,MCO,530,528.0,-2.0,0.0,0.0,-1.0,0001-0559,14.0,542.0,652.0,10.0,723,702.0,-21.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,113.0,94.0,70.0,1.0,468.0,2,,,
