MKT_UNIQUE_CARRIER,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,BRANDED_CODE_SHARE,MKT_CARRIER_AIRLINE_ID,MKT_CARRIER,MKT_CARRIER_FL_NUM,SCH_OP_UNIQUE_CARRIER,SCH_OP_CARRIER_AIRLINE_ID,SCH_OP_CARRIER,SCH_OP_CARRIER_FL_NUM,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME
F9,2022,3,7,1,5,7/1/2022 12:00:00 AM,F9,20436,F9,100,,,,,F9,20436,F9,N310FR,100,10397,1039707,30397,ATL,14843,1484306,34819,SJU,2137,2135.0,-2.0,0.0,0.0,-1.0,2100-2159,17.0,2152.0,106.0,8.0,127,114.0,-13.0,0.0,0.0,-1.0,0001-0559,0.0,,0.0,230.0,219.0,194.0,1.0,1547.0,7,,,
F9,2022,3,7,1,5,7/1/2022 12:00:00 AM,F9,20436,F9,1006,,,,,F9,20436,F9,N359FR,1006,13204,1320402,31454,MCO,10257,1025702,30257,ALB,1705,1815.0,70.0,70.0,1.0,4.0,1700-1759,65.0,1920.0,2142.0,5.0,2003,2147.0,104.0,104.0,1.0,6.0,2000-2059,0.0,,0.0,178.0,212.0,142.0,1.0,1073.0,5,,,
F9,2022,3,7,1,5,7/1/2022 12:00:00 AM,F9,20436,F9,1007,,,,,F9,20436,F9,N359FR,1007,10257,1025702,30257,ALB,13204,1320402,31454,MCO,2048,2229.0,101.0,101.0,1.0,6.0,2000-2059,13.0,2242.0,111.0,13.0,1,124.0,83.0,83.0,1.0,5.0,0001-0559,0.0,,0.0,193.0,175.0,149.0,1.0,1073.0,5,,,
F9,2022,3,7,1,5,7/1/2022 12:00:00 AM,F9,20436,F9,101,,,,,F9,20436,F9,N358FR,101,14843,1484306,34819,SJU,10397,1039707,30397,ATL,1358,1354.0,-4.0,0.0,0.0,-1.0,1300-1359,15.0,1409.0,1738.0,12.0,1752,1750.0,-2.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,234.0,236.0,209.0,1.0,1547.0,7,,,
F9,2022,3,7,1,5,7/1/2022 12:00:00 AM,F9,20436,F9,1010,,,,,F9,20436,F9,N328FR,1010,10397,1039707,30397,ATL,13204,1320402,31454,MCO,545,544.0,-1.0,0.0,0.0,-1.0,0001-0559,21.0,605.0,705.0,12.0,722,717.0,-5.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,97.0,93.0,60.0,1.0,404.0,2,,,
F9,2022,3,7,1,5,7/1/2022 12:00:00 AM,F9,20436,F9,1011,,,,,F9,20436,F9,N329FR,1011,13204,1320402,31454,MCO,10397,1039707,30397,ATL,2214,2339.0,85.0,85.0,1.0,5.0,2200-2259,14.0,2353.0,52.0,8.0,2349,100.0,71.0,71.0,1.0,4.0,2300-2359,0.0,,0.0,95.0,81.0,59.0,1.0,404.0,2,,,
F9,2022,3,7,1,5,7/1/2022 12:00:00 AM,F9,20436,F9,1012,,,,,F9,20436,F9,N369FR,1012,10397,1039707,30397,ATL,13204,1320402,31454,MCO,1956,2003.0,7.0,7.0,0.0,0.0,1900-1959,25.0,2028.0,2129.0,11.0,2139,2140.0,1.0,1.0,0.0,0.0,2100-2159,0.0,,0.0,103.0,97.0,61.0,1.0,404.0,2,,,
F9,2022,3,7,1,5,7/1/2022 12:00:00 AM,F9,20436,F9,1013,,,,,F9,20436,F9,N310FR,1013,13204,1320402,31454,MCO,10397,1039707,30397,ATL,600,555.0,-5.0,0.0,0.0,-1.0,0600-0659,17.0,612.0,714.0,13.0,734,727.0,-7.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,94.0,92.0,62.0,1.0,404.0,2,,,
F9,2022,3,7,1,5,7/1/2022 12:00:00 AM,F9,20436,F9,102,,,,,F9,20436,F9,N236FR,102,14492,1449202,34492,RDU,14843,1484306,34819,SJU,816,836.0,20.0,20.0,1.0,1.0,0800-0859,24.0,900.0,1230.0,7.0,1154,1237.0,43.0,43.0,1.0,2.0,1100-1159,0.0,,0.0,218.0,241.0,210.0,1.0,1433.0,6,,,
F9,2022,3,7,1,5,7/1/2022 12:00:00 AM,F9,20436,F9,103,,,,,F9,20436,F9,N236FR,103,14843,1484306,34819,SJU,14492,1449202,34492,RDU,1259,1417.0,78.0,78.0,1.0,5.0,1200-1259,15.0,1432.0,1741.0,16.0,1648,1757.0,69.0,69.0,1.0,4.0,1600-1659,0.0,,0.0,229.0,220.0,189.0,1.0,1433.0,6,,,
