MKT_UNIQUE_CARRIER,YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,BRANDED_CODE_SHARE,MKT_CARRIER_AIRLINE_ID,MKT_CARRIER,MKT_CARRIER_FL_NUM,SCH_OP_UNIQUE_CARRIER,SCH_OP_CARRIER_AIRLINE_ID,SCH_OP_CARRIER,SCH_OP_CARRIER_FL_NUM,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME
F9,2021,4,12,1,3,12/1/2021 12:00:00 AM,F9,20436,F9,100,,,,,F9,20436,F9,N371FR,100,10397,1039707,30397,ATL,14843,1484306,34819,SJU,1936,1929.0,-7.0,0.0,0.0,-1.0,1900-1959,18.0,1947.0,2345.0,6.0,14,2351.0,-23.0,0.0,0.0,-2.0,0001-0559,0.0,,0.0,218.0,202.0,178.0,1.0,1547.0,7,,,
F9,2021,4,12,1,3,12/1/2021 12:00:00 AM,F9,20436,F9,1006,,,,,F9,20436,F9,N341FR,1006,13204,1320402,31454,MCO,10257,1025702,30257,ALB,1347,1340.0,-7.0,0.0,0.0,-1.0,1300-1359,23.0,1403.0,1617.0,7.0,1639,1624.0,-15.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,172.0,164.0,134.0,1.0,1073.0,5,,,
F9,2021,4,12,1,3,12/1/2021 12:00:00 AM,F9,20436,F9,1007,,,,,F9,20436,F9,N341FR,1007,10257,1025702,30257,ALB,13204,1320402,31454,MCO,1724,1716.0,-8.0,0.0,0.0,-1.0,1700-1759,22.0,1738.0,2016.0,34.0,2052,2050.0,-2.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,208.0,214.0,158.0,1.0,1073.0,5,,,
F9,2021,4,12,1,3,12/1/2021 12:00:00 AM,F9,20436,F9,101,,,,,F9,20436,F9,N317FR,101,14843,1484306,34819,SJU,10397,1039707,30397,ATL,59,109.0,10.0,10.0,0.0,0.0,0001-0559,14.0,123.0,357.0,13.0,408,410.0,2.0,2.0,0.0,0.0,0001-0559,0.0,,0.0,249.0,241.0,214.0,1.0,1547.0,7,,,
F9,2021,4,12,1,3,12/1/2021 12:00:00 AM,F9,20436,F9,1010,,,,,F9,20436,F9,N232FR,1010,10397,1039707,30397,ATL,13204,1320402,31454,MCO,600,604.0,4.0,4.0,0.0,0.0,0600-0659,14.0,618.0,722.0,7.0,734,729.0,-5.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,94.0,85.0,64.0,1.0,404.0,2,,,
F9,2021,4,12,1,3,12/1/2021 12:00:00 AM,F9,20436,F9,1011,,,,,F9,20436,F9,N210FR,1011,13204,1320402,31454,MCO,10397,1039707,30397,ATL,2222,2212.0,-10.0,0.0,0.0,-1.0,2200-2259,15.0,2227.0,2330.0,7.0,2358,2337.0,-21.0,0.0,0.0,-2.0,2300-2359,0.0,,0.0,96.0,85.0,63.0,1.0,404.0,2,,,
F9,2021,4,12,1,3,12/1/2021 12:00:00 AM,F9,20436,F9,1012,,,,,F9,20436,F9,N373FR,1012,10397,1039707,30397,ATL,13204,1320402,31454,MCO,2259,2250.0,-9.0,0.0,0.0,-1.0,2200-2259,12.0,2302.0,2359.0,10.0,45,9.0,-36.0,0.0,0.0,-2.0,0001-0559,0.0,,0.0,106.0,79.0,57.0,1.0,404.0,2,,,
F9,2021,4,12,1,3,12/1/2021 12:00:00 AM,F9,20436,F9,1017,,,,,F9,20436,F9,N385FR,1017,13204,1320402,31454,MCO,10397,1039707,30397,ATL,1404,1356.0,-8.0,0.0,0.0,-1.0,1400-1459,15.0,1411.0,1517.0,7.0,1545,1524.0,-21.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,101.0,88.0,66.0,1.0,404.0,2,,,
F9,2021,4,12,1,3,12/1/2021 12:00:00 AM,F9,20436,F9,1026,,,,,F9,20436,F9,N229FR,1026,10685,1068503,30685,BMI,13204,1320402,31454,MCO,1537,1527.0,-10.0,0.0,0.0,-1.0,1500-1559,9.0,1536.0,1836.0,13.0,1918,1849.0,-29.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,161.0,142.0,120.0,1.0,936.0,4,,,
F9,2021,4,12,1,3,12/1/2021 12:00:00 AM,F9,20436,F9,1027,,,,,F9,20436,F9,N229FR,1027,13204,1320402,31454,MCO,10685,1068503,30685,BMI,1300,1247.0,-13.0,0.0,0.0,-1.0,1300-1359,14.0,1301.0,1421.0,9.0,1452,1430.0,-22.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,172.0,163.0,140.0,1.0,936.0,4,,,
